COD_ACM,NUMERO_ORIGINAL_SNC,NoPredial,Nombre,DOCUMENTO,Direccion,MatriculaInmobiliaria_ACM,Base Nueva IGAC 20260612
254730100000004500801800000162,254730100000004500801800000162,0100000004500801800000162,ANA ZOILA RINCON ROA,41531487,C 12A 1B 85 Este In 5 Cs 22,050C-1563812,PENDIENTE RECIBO
254730100000004500801800000163,254730100000004500801800000163,0100000004500801800000163,MARGARITA ROSA GUEVARA GALINDO,41799580,C 12A 1B 85 Este In 5 Cs 23,050C-1563813,PENDIENTE RECIBO
254730100000004500801800000166,254730100000004500801800000166,0100000004500801800000166,MIGUEL ROBERTO REYES CORTES,5787771,C 12A 1B 85 Este In 5 Cs 26,050C-1563816,PENDIENTE RECIBO
254730100000004500801800000169,254730100000004500801800000169,0100000004500801800000169,RAUL RINCON PARRA,80383011,C 12A 1B 85 Este In 5 Cs 29,050C-1563819,PENDIENTE RECIBO
254730100000004500801800000170,254730100000004500801800000170,0100000004500801800000170,MADIEL OSWALDO CADENA DEARMAS,77102318,C 12A 1B 85 Este In 5 Cs 30,050C-1563820,PENDIENTE RECIBO
254730100000004500801800000172,254730100000004500801800000172,0100000004500801800000172,JAIME EDUARDO CUELLAR CONTRERAS,80382863,C 12A 1B 85 Este In 5 Cs 32,050C-1563822,PENDIENTE RECIBO
254730100000004500801800000175,254730100000004500801800000175,0100000004500801800000175,JERONIMO HOMEZ BARRETO,19345986,C 12A 1B 85 Este In 5 Cs 35,050C-1563825,PENDIENTE RECIBO
254730100000004500801800000177,254730100000004500801800000177,0100000004500801800000177,LUIS ALBERTO MACUACE WEBER,79670655,C 12A 1B 85 Este In 6 Cs 1,050C-1563827,PENDIENTE RECIBO
254730100000004500801800000179,254730100000004500801800000179,0100000004500801800000179,LUIS GERMAN SUAREZ RUBIANO,75291639,C 12A 1B 85 Este In 6 Cs 3,050C-1563829,PENDIENTE RECIBO
254730100000004500801800000180,254730100000004500801800000180,0100000004500801800000180,HECTOR JESUS SALINAS CHALA,80430046,C 12A 1B 85 Este In 6 Cs 4,050C-1563830,PENDIENTE RECIBO
254730100000004500801800000183,254730100000004500801800000183,0100000004500801800000183,NORMA LUCIA LINARES PENA,39753826,C 12A 1B 85 Este In 6 Cs 7,050C-1563833,PENDIENTE RECIBO
254730100000004500801800000187,254730100000004500801800000187,0100000004500801800000187,JAIRO CASAS CARDOZO,79050509,C 12A 1B 85 Este In 6 Cs 11,050C-1563837,PENDIENTE RECIBO
254730100000004500801800000188,254730100000004500801800000188,0100000004500801800000188,ELSA SICUAMIA CHIVATA,51899341,C 12A 1B 85 Este In 6 Cs 12,050C-1563838,PENDIENTE RECIBO
254730100000004500801800000189,254730100000004500801800000189,0100000004500801800000189,LUIS ENRIQUE TORRES TORRES,19444273,C 12A 1B 85 Este In 6 Cs 13,050C-1563839,PENDIENTE RECIBO
254730100000004500801800000190,254730100000004500801800000190,0100000004500801800000190,LUZ STELLA OROZCO CUBILLOS,39753870,C 12A 1B 85 Este In 6 Cs 14,050C-1563840,PENDIENTE RECIBO
254730100000004500801800000192,254730100000004500801800000192,0100000004500801800000192,CARLOS JULIO GARZON GOMEZ,79188758,C 12A 1B 85 Este In 6 Cs 16,050C-1563842,PENDIENTE RECIBO
254730100000004500801800000196,254730100000004500801800000196,0100000004500801800000196,ARNALDO PEDRAZA GUZMAN,79219647,C 12A 1B 85 Este In 6 Cs 20,050C-1563846,PENDIENTE RECIBO
254730100000004500801800000197,254730100000004500801800000197,0100000004500801800000197,MARLEN SEGURA MEDINA,52171736,C 12A 1B 85 Este In 6 Cs 21,050C-1563847,PENDIENTE RECIBO
254730100000004500801800000198,254730100000004500801800000198,0100000004500801800000198,OLINTO OLEOMAN MARTINEZ LOPEZ,19371384,C 12A 1B 85 Este In 6 Cs 22,050C-1563848,PENDIENTE RECIBO
254730100000004500801800000199,254730100000004500801800000199,0100000004500801800000199,LORENA CASTILLO RUEDA,51744964,C 12A 1B 85 Este In 6 Cs 23,050C-1563849,PENDIENTE RECIBO
254730100000004500801800000201,254730100000004500801800000201,0100000004500801800000201,FERNANDO MEDINA GOMEZ,19354930,C 12A 1B 85 Este In 6 Cs 25,050C-1563851,PENDIENTE RECIBO
254730100000004500801800000207,254730100000004500801800000207,0100000004500801800000207,MARIA IRENE BAUTISTA BARON,23560597,C 12A 1B 85 Este In 6 Cs 31,050C-1563857,PENDIENTE RECIBO
254730100000004500801800000210,254730100000004500801800000210,0100000004500801800000210,FLOR ALBA CANO PEREIRA,51632675,C 12A 1B 85 Este In 6 Cs 34,050C-1563860,PENDIENTE RECIBO
254730100000004500801800000212,254730100000004500801800000212,0100000004500801800000212,JOHN ALEXANDER GUZMAN LUGO,80472297,C 12A 1B 85 Este In 6 36,050C-1563862,PENDIENTE RECIBO
254730100000004500801800000216,254730100000004500801800000216,0100000004500801800000216,NANCY YANNET CESPEDES ROJAS,1071302518,C 12A 1B 85 Este In 7 Cs 4,050C-1563866,PENDIENTE RECIBO
254730100000004500801800000217,254730100000004500801800000217,0100000004500801800000217,HECTOR JULIO CALDERON,3109095,C 12A 1B 85 Este In 7 Cs 5,050C-1563867,PENDIENTE RECIBO
254730100000004500801800000218,254730100000004500801800000218,0100000004500801800000218,JAIME DUQUE,79110455,C 12A 1B 85 Este In 7 Cs 6,050C-1563868,PENDIENTE RECIBO
254730100000004500801800000221,254730100000004500801800000221,0100000004500801800000221,ANGELICA LEONOR FLOREZ SANTACRUZ,52661644,C 12A 1B 85 Este In 7 Cs 9,050C-1563871,PENDIENTE RECIBO
254730100000004500801800000223,254730100000004500801800000223,0100000004500801800000223,EDILIA NINO,51675861,C 12A 1B 85 Este In 7 Cs 11,050C-1563873,PENDIENTE RECIBO
254730100000004500801800000227,254730100000004500801800000227,0100000004500801800000227,NHORA ALBA CELIS SERRATO,21110795,C 12A 1B 85 Este In 7 Cs 15,050C-1563877,PENDIENTE RECIBO
254730100000004500801800000228,254730100000004500801800000228,0100000004500801800000228,URSULA BURGOS BRAVO,52015075,C 12A 1B 85 Este In 7 Cs 16,050C-1563878,PENDIENTE RECIBO
254730100000004500801800000229,254730100000004500801800000229,0100000004500801800000229,WILLIAM ENRIQUE ORTIZ MURILLO,79324542,C 12A 1B 85 Este In 7 Cs 17,050C-1563879,PENDIENTE RECIBO
254730100000004500801800000230,254730100000004500801800000230,0100000004500801800000230,FLORINDA REGINA GARZON VELASQUEZ,51575614,C 12A 1B 85 Este In 7 Cs 18,050C-1563880,PENDIENTE RECIBO
254730100000004500801800000232,254730100000004500801800000232,0100000004500801800000232,JUDITH GALVEZ VICENTES,52089135,C 12A 1B 85 Este In 7 Cs 20,050C-1563882,PENDIENTE RECIBO
254730100000004500801800000234,254730100000004500801800000234,0100000004500801800000234,ANA LIGIA PIEDRAHITA CARDONA,29085262,C 12A 1B 85 Este In 7 Cs 22,050C-1563884,PENDIENTE RECIBO
254730100000004500801800000235,254730100000004500801800000235,0100000004500801800000235,CLAUDIA PATRICIA VARGAS AVILA,52177891,C 12A 1B 85 Este In 7 Cs 23,050C-1563885,PENDIENTE RECIBO
254730100000004500801800000236,254730100000004500801800000236,0100000004500801800000236,DORIS RAMONA DIAZ MENDOZA,22437345,C 12A 1B 85 Este In 7 Cs 24,050C-1563886,PENDIENTE RECIBO
254730100000004500801800000238,254730100000004500801800000238,0100000004500801800000238,JUAN JOSE SANCHEZ VILLERO,19591856,C 1O 1A 18 In 8 Cs 2,050C-1563888,PENDIENTE RECIBO
254730100000004500801800000241,254730100000004500801800000241,0100000004500801800000241,FLOR LILIA LADINO,39754033,C 10 1A In 8 Cs 5,050C-1563891,PENDIENTE RECIBO
254730100000004500801800000242,254730100000004500801800000242,0100000004500801800000242,DANIEL OCTAVIO MOLINA MORA,3227179,C 10 1A 18 In 8 Cs 6,050C-1563892,PENDIENTE RECIBO
254730100000004500801800000243,254730100000004500801800000243,0100000004500801800000243,LAIDY TATIANA CASTRO BELTRAN,39771446,C 10 1A 18 In 8 Cs 7,050C-1563893,PENDIENTE RECIBO
254730100000004500801800000244,254730100000004500801800000244,0100000004500801800000244,MARIA VITALIA JUNCO GALINDO,24160079,C 10 1A 18 In 8 Cs 8,050C-1563894,PENDIENTE RECIBO
254730100000004500801800000245,254730100000004500801800000245,0100000004500801800000245,JORGE HERNANDO LOZANO,93285811,C 10 1A 18 In 8 Cs 9,050C-1,PENDIENTE RECIBO
254730100000004500801800000248,254730100000004500801800000248,0100000004500801800000248,CLAUDINA GUZMAN PENA,23390208,C 10 1A 18 In 8 Cs 12,050C-1563898,PENDIENTE RECIBO
254730100000004500801800000249,254730100000004500801800000249,0100000004500801800000249,JAVIER MAURICIO CABEZAS PINEROS,79840752,C 10 1A 18 In 8 Cs 13,050C-1563899,PENDIENTE RECIBO
254730100000004500801800000250,254730100000004500801800000250,0100000004500801800000250,LESTER RAMIREZ BERMUDEZ,12133475,C 10 1A 18 In 8 Cs 14,050C-1563900,PENDIENTE RECIBO
254730100000004500801800000254,254730100000004500801800000254,0100000004500801800000254,JAVIER GARZON PAEZ,79863598,C 10 1A 18 In 9 Cs 2,050C-1563904,PENDIENTE RECIBO
254730100000004500801800000255,254730100000004500801800000255,0100000004500801800000255,JULIO GIOVANNI MOLANO NARANJO,79501197,C 10 1A 18 In 9 Cs 3,050C-1563905,PENDIENTE RECIBO
254730100000004500801800000258,254730100000004500801800000258,0100000004500801800000258,LUZ STELLA VILLATE PORRAS,40012589,C 10 1A 18 In 9 Cs 6,050C-1563908,PENDIENTE RECIBO
254730100000004500801800000259,254730100000004500801800000259,0100000004500801800000259,RAFAEL CARDENAS VASQUEZ,14319927,C 10 1A 18 In 9 Cs 7,050C-1563909,PENDIENTE RECIBO
254730100000004500801800000260,254730100000004500801800000260,0100000004500801800000260,SEGUNDO SALVAD RONCANCIO GONZALEZ,19056775,C 10 1A 18 In 9 Cs 8,050C-1563910,PENDIENTE RECIBO
254730100000004500801800000263,254730100000004500801800000263,0100000004500801800000263,HILDA ELENA COBOS RODRIGUEZ,20737593,C 10 1A 18 In 9 Cs 11,050C-1563913,PENDIENTE RECIBO
254730100000004500801800000267,254730100000004500801800000267,0100000004500801800000267,MELBA CAICEDO DIAZ,41629912,C 10 1A 18 In 9 Cs 15,050C-1563917,PENDIENTE RECIBO
254730100000004500801800000271,254730100000004500801800000271,0100000004500801800000271,YOLANDA MARTINEZ GALINDO,40315313,C 10 1A 18 In 10 Cs 3,050C-1563921,PENDIENTE RECIBO
254730100000004500801800000272,254730100000004500801800000272,0100000004500801800000272,LUZ MARINA CARDENAS CASTRO,39535299,C 10 1A 18 In 10 Cs 4,050C-1563922,PENDIENTE RECIBO
254730100000004500801800000274,254730100000004500801800000274,0100000004500801800000274,CLAUDIA GUAQUETA CASTRO,52026422,C 10 1A 18 In 10 Cs 6,050C-1563924,PENDIENTE RECIBO
254730100000004500801800000276,254730100000004500801800000276,0100000004500801800000276,PEDRO JOSE HERRERA GUERRA,19366908,C 10 1A 18 In 10 Cs 8,050C-1563926,PENDIENTE RECIBO
254730100000004500801800000278,254730100000004500801800000278,0100000004500801800000278,MARIA BERENICE GOMEZ DAZA,39770731,C 10 1A 18 In 10 Cs 10,050C-1563928,PENDIENTE RECIBO
254730100000004500801800000280,254730100000004500801800000280,0100000004500801800000280,HELENA LARA MURILLO,28533641,C 10 1A 18 In 10 Cs 12,050C-1563930,PENDIENTE RECIBO
254730100000004500801800000285,254730100000004500801800000285,0100000004500801800000285,NELLY ALEXANDRA RAMIREZ SEMA,52309611,C 10 1A 18 In 10 Cs 17,050C-1563935,PENDIENTE RECIBO
254730100000004500801800000288,254730100000004500801800000288,0100000004500801800000288,LUIS EDUARDO GARCIA SUAREZ,6761531,C 10 1A 18 In 10 Cs 20,050C-1563938,PENDIENTE RECIBO
254730100000004500801800000289,254730100000004500801800000289,0100000004500801800000289,MARTHA LIGIA VIVAS ROJAS,39698085,C 10 1A 18 In 10 Cs 21,050C-1563939,PENDIENTE RECIBO
254730100000004500801800000291,254730100000004500801800000291,0100000004500801800000291,JENNIFER PALACIOS RODRIGUEZ,1073172688,C 10 1A 18 In 10 Cs 23,050C-1563941,PENDIENTE RECIBO
254730100000004500801800000294,254730100000004500801800000294,0100000004500801800000294,LUZ DARY ALEMAN PULIDO,39768508,C 10 1A 18 In 10 Cs 26,050C-1563944,PENDIENTE RECIBO
254730100000004500801800000296,254730100000004500801800000296,0100000004500801800000296,JAIRO WILLIAM CHACON PRIETO,79959626,C 10 1A 18 In 10 Cs 28,050C-1563946,PENDIENTE RECIBO
254730100000004500801800000297,254730100000004500801800000297,0100000004500801800000297,ORFA MARIA SUAREZ PULIDO,23619472,C 10 1A 18 In 10 Cs 29,050C-1563947,PENDIENTE RECIBO
254730100000004500801800000301,254730100000004500801800000301,0100000004500801800000301,CLARA MARIA LUISA PERDOMO PERDOMO,20754045,C 10 1A 18 In 10 Cs 33,050C-1563951,PENDIENTE RECIBO
254730100000004500801800000302,254730100000004500801800000302,0100000004500801800000302,ANA GERTRUDIS TORRES BELTRAN,39706241,C 10 1A 18 In 10 Cs 34,050C-1563952,PENDIENTE RECIBO
254730100000004500801800000303,254730100000004500801800000303,0100000004500801800000303,VICTOR JAVIER ARIAS,17117828,C 10 1A 18 In 10 Cs 35,050C-1563953,PENDIENTE RECIBO
254730100000004500801800000305,254730100000004500801800000305,0100000004500801800000305,NORA MILENA DIAZ,52190798,C 10 1A 18 In 11 Cs 1,050C-1563955,PENDIENTE RECIBO
254730100000004500801800000309,254730100000004500801800000309,0100000004500801800000309,MERY ROCIO ROJAS MORALES,52225076,C 10 1A 18 In 11 Cs 5,050C-1563959,PENDIENTE RECIBO
254730100000004500801800000310,254730100000004500801800000310,0100000004500801800000310,JOHN FRANKLIN ROMERO CARDOZO,79693961,C 10 1A 18 In 11 Cs 6,050C-1563960,PENDIENTE RECIBO
254730100000004500801800000313,254730100000004500801800000313,0100000004500801800000313,MARIA DEL CARMEN SANCHEZ,51856354,C 10 1A 18 In 11 Cs 9,050C-1563963,PENDIENTE RECIBO
254730100000004500801800000315,254730100000004500801800000315,0100000004500801800000315,ALCIRA DELGADO RODRIGUEZ,52262825,C 10 1A 18 In 11 Cs 11,050C-1563965,PENDIENTE RECIBO
254730100000004500801800000316,254730100000004500801800000316,0100000004500801800000316,MARIA ELSA BERNAL GARZON,39735143,C 10 1A 18 In 11 Cs 12,050C-1563966,PENDIENTE RECIBO
254730100000004500801800000317,254730100000004500801800000317,0100000004500801800000317,MARIA BETULIA TRIANA LEAL,28865163,C 10 1A 18 In 11 Cs 13,050C-1563967,PENDIENTE RECIBO
254730100000004500801800000319,254730100000004500801800000319,0100000004500801800000319,MARCOS ALIRIO LEON ZABALA,4106588,C 10 1A 18 In 11 Cs 15,050C-1563969,PENDIENTE RECIBO
254730100000004500801800000327,254730100000004500801800000327,0100000004500801800000327,MIRLEY MELENDEZ MEDINA,39762925,C 10 1A 18 In 11 Cs 23,050C-1563977,PENDIENTE RECIBO
254730100000004500801800000328,254730100000004500801800000328,0100000004500801800000328,CARLOS ARLEDY LAVERDE CASTRO,79849269,C 10 1A 18 In 11 Cs 24,050C-1563978,PENDIENTE RECIBO
254730100000004500801800000329,254730100000004500801800000329,0100000004500801800000329,FABIO JOSE PORRAS FONSECA,80429537,C 10 1A 18 In 11 Cs 25,050C-1563979,PENDIENTE RECIBO
254730100000004500801800000330,254730100000004500801800000330,0100000004500801800000330,BLANCA IMELDA SUAREZ OSMA,41406331,C 10 1A 18 In 11 Cs 26,050C-1563980,PENDIENTE RECIBO
254730100000004500801800000336,254730100000004500801800000336,0100000004500801800000336,GUSTAVO ADOLFO OLANO,79738485,C 10 1A 18 In 11 Cs 32,050C-1563986,PENDIENTE RECIBO
254730100000004500801800000339,254730100000004500801800000339,0100000004500801800000339,BEIMAR OLINDER CANON BERNAL,79851863,C 10 1A 18 In 11 Cs 35,050C-1563989,PENDIENTE RECIBO
254730100000004500801800000341,254730100000004500801800000341,0100000004500801800000341,LUIS HERNANDO ROA RODRIGUEZ,5684337,C 12A 1B 85 Este In 12 Cs 1,050C-1563991,PENDIENTE RECIBO
254730100000004500801800000344,254730100000004500801800000344,0100000004500801800000344,BLANCA LILIA AREVALO GONZALEZ,51711184,C 12A 1B 85 Este In 12 Cs 4,050C-1563994,PENDIENTE RECIBO
254730100000004500801800000346,254730100000004500801800000346,0100000004500801800000346,ALBA JANETH CRUZ AMAYA,52299228,C 12A 1B 85 Este In 12 Cs 6,050C-1563996,PENDIENTE RECIBO
254730100000004500801800000348,254730100000004500801800000348,0100000004500801800000348,RITA JULIA SUAREZ SOTO,41540082,C 12A 1B 85 Este In 12 Cs 8,050C-1563998,PENDIENTE RECIBO
254730100000004500801800000351,254730100000004500801800000351,0100000004500801800000351,SANDRA JIMENA GUATIBONZA BURGOS,52102917,C 12A 1B 85 Este In 12 Cs 11,050C-1564001,PENDIENTE RECIBO
254730100000004500801800000352,254730100000004500801800000352,0100000004500801800000352,GLENIS BEATRIZ PAEZ MOLANO,41643624,C 12A 1B 85 Este In 12 Cs 12,050C-1564002,PENDIENTE RECIBO
254730100000004500801800000353,254730100000004500801800000353,0100000004500801800000353,LUZ YADIRA RIVERA CARO,52481446,C 12A 1B 85 Este In 12 Cs 13,050C-1564003,PENDIENTE RECIBO
254730100000004500801800000356,254730100000004500801800000356,0100000004500801800000356,NELSON LOPEZ RUIZ,3181907,C 12A 1B 85 Este In 12 Cs 16,050C-1564006,PENDIENTE RECIBO
254730100000004500801800000359,254730100000004500801800000359,0100000004500801800000359,MARIA AURORA MORALES MARTINEZ,41329037,C 12A 1B 85 Este In 12 Cs 19,050C-1564009,PENDIENTE RECIBO
254730100000004500801800000360,254730100000004500801800000360,0100000004500801800000360,IDALI GONZALEZ RUBIANO,20904606,C 12A 1B 85 Este In 12 Cs 20,050C-1564010,PENDIENTE RECIBO
254730100000004500801800000361,254730100000004500801800000361,0100000004500801800000361,SUSANA DIAZ GARCIA,41470899,C 12A 1B 85 Este In 12 Cs 21,050C-1564011,PENDIENTE RECIBO
254730100000004500801800000362,254730100000004500801800000362,0100000004500801800000362,MERCEDES PRADA LEISA,52181797,C 12A 1B 85 Este In 12 Cs 22,050C-1564012,PENDIENTE RECIBO
254730100000004500801800000366,254730100000004500801800000366,0100000004500801800000366,LUIS HERNANDO CALDERON LEON,79964651,C 12A 1B 85 Este In 12 Cs 26,050C-1564016,PENDIENTE RECIBO
254730100000004500801800000367,254730100000004500801800000367,0100000004500801800000367,LIZANDRO MORENO GAMBOA,17417023,C 12A 1B 85 Este In 12 Cs 27,050C-1564017,PENDIENTE RECIBO
254730100000004500801800000370,254730100000004500801800000370,0100000004500801800000370,EDILBERTO BARRERA LOZANO,79761173,C 12A 1B 85 Este In 12 Cs 30,050C-1564020,PENDIENTE RECIBO
254730100000004500801800000373,254730100000004500801800000373,0100000004500801800000373,GILMA ROMERO CASTIBLANCO,20753881,C 12A 1B 85 Este In 12 Cs 33,050C-1564023,PENDIENTE RECIBO
254730100000004500801800000375,254730100000004500801800000375,0100000004500801800000375,FERNANDO ALBERTO FIERRO TORRES,19402765,C 12A 1B 85 Este In 12 Cs 35,050C-1564025,PENDIENTE RECIBO
254730100000004500801800000380,254730100000004500801800000380,0100000004500801800000380,MARGARITA MARTINEZ BECERRA,51650500,C 12A 1B 85 Este In 13 Cs 4,050C-1564030,PENDIENTE RECIBO
254730100000004500801800000381,254730100000004500801800000381,0100000004500801800000381,DORA ERGILIA VARGAS HERNANDEZ,52506676,C 12A 1B 85 Este In 13 Cs 5,050C-1564031,PENDIENTE RECIBO
254730100000004500801800000383,254730100000004500801800000383,0100000004500801800000383,WILSON FERNEY VELASQUEZ VELASQUEZ,79876549,C 12A 1B 85 Este In 13 Cs 7,050C-1564033,PENDIENTE RECIBO
254730100000004500801800000390,254730100000004500801800000390,0100000004500801800000390,LUZ STELLA CAMACHO GONZALEZ,20258471,C 12A 1B 85 Este In 13 Cs 14,050C-1564040,PENDIENTE RECIBO
254730100000004500801800000393,254730100000004500801800000393,0100000004500801800000393,JORGE ENRIQUE CAMARGO PEREZ,17163141,C 12A 1B 85 Este In 13 Cs 17,050C-1564043,PENDIENTE RECIBO
254730100000004500801800000397,254730100000004500801800000397,0100000004500801800000397,JOSE ANTONIO NUMPAQUE TORRES,79116064,C 12A 1B 85 Este In 13 Cs 21,050C-1564047,PENDIENTE RECIBO
254730100000004500801800000398,254730100000004500801800000398,0100000004500801800000398,YISSEL DARLING AHUMADA ROJAS,52273053,C 12A 1B 85 Este In 13 Cs 22,050C-1564048,PENDIENTE RECIBO
254730100000004500801800000399,254730100000004500801800000399,0100000004500801800000399,MERCEDES AREVALO GOMEZ,35521422,C 12A 1B 85 Este In 13 Cs 23,050C-1564049,PENDIENTE RECIBO
254730100000004500801800000400,254730100000004500801800000400,0100000004500801800000400,LUIS CARLOS BERNAL DEAZA,80440420,C 12A 1B 85 Este In 13 Cs 24,050C-1564050,PENDIENTE RECIBO
254730100000004500801800000402,254730100000004500801800000402,0100000004500801800000402,CARLOS NORBERTO ACOSTA BELTRAN,80430940,C 12A 1B E 85 IN 13 CS 26,050C-1564052,PENDIENTE RECIBO
254730100000004500801800000404,254730100000004500801800000404,0100000004500801800000404,MARIA ANGELICA GUEVARA,39728900,C 12A 1B Este 85 In 13 Cs 28,050C-1564054,PENDIENTE RECIBO
254730100000004500801800000405,254730100000004500801800000405,0100000004500801800000405,MARIA DEL ROCIO MENDOZA FUQUENE,39748241,C 12A 1B Este 85 In 13 Cs 29,050C-1564055,PENDIENTE RECIBO
254730100000004500801800000410,254730100000004500801800000410,0100000004500801800000410,FABIO EDUARDO MARTINEZ COELLO,79357450,C 12A 1B Este 85 In 13 Cs 34,050C-1564060,PENDIENTE RECIBO
254730100000004500801800000411,254730100000004500801800000411,0100000004500801800000411,JULIO CESAR CARRILLO PINZON,80428495,C 12A 1B Este 85 In 13 Cs 35,050C-1564061,PENDIENTE RECIBO
254730100000004510901901010016,254730100000004510901900000016,0100000004510901901010016,RENE RAMIREZ GONSALEZ,79059757,K 14 20 46 MZ A CS 1 LO 8 UR LA ARBOLEDA,50C-1599492,PENDIENTE RECIBO
254730100000004510901901010033,254730100000004510901900000033,0100000004510901901010033,SANDRA IVON SANABRIA FORERO,51812499,K 13B 20 69 MZ A CS 2 LO 17 UR LA ARBOLEDA,50C-1599511,PENDIENTE RECIBO
254730100000002761281000000000,254730100000002761281000000000,0100000002761281000000000,MUNICIPIO DE MOSQUERA,8999993423,LO EQUIPAMIENTO PUBLICO 1,050C-1821681,PENDIENTE RECIBO
254730100000004540901901010002,254730100000004540901900000002,0100000004540901901010002,PROMOTORA URBANA EL TREBOL S. A.,8300661669,K 3 13 12 TO 1 L 2,50C-1605328,PENDIENTE RECIBO
254730100000004540901901010003,254730100000004540901900000003,0100000004540901901010003,PROMOTORA URBANA EL TREBOL S. A.,8300661669,K 3 13 12  TO 1 L 3,50C-1605329,PENDIENTE RECIBO
254730100000004540901901010004,254730100000004540901900000004,0100000004540901901010004,MIGUEL ANGEL ESCOBAR RIVEROS,17164014,K 3 13 12 TO 1 L 4,50C-1605330,PENDIENTE RECIBO
254730100000004540901901010005,254730100000004540901900000005,0100000004540901901010005,GLORIA ESMERALDA ESTRADA GUERRERO,52219384,K 3 13 12 TO 1 L 5,50C-1605331,PENDIENTE RECIBO
254730100000004540901901010006,254730100000004540901900000006,0100000004540901901010006,NUBIA STELLA PUERTA LOPEZ,51601984,K 3 13 12 TO 1 L 6,50C-1605332,PENDIENTE RECIBO
254730100000004540901901010007,254730100000004540901900000007,0100000004540901901010007,TRIPTIKA SAS,900452842,K 3 13 12 TO 1 L 7,50C-1605333,PENDIENTE RECIBO
254730100000004540901901010008,254730100000004540901900000008,0100000004540901901010008,YEZID CASTRO REYES,79339626,K 3 13 12 TO 1 L 8,50C-1605334,PENDIENTE RECIBO
254730100000004540901901010053,254730100000004540901900000053,0100000004540901901010053,OSCAR GUILLERMO MARTINEZ GUZMAN,79275158,K 3 13 12 TO 1 L 53,50C-1605379,PENDIENTE RECIBO
254730100000004540901901010054,254730100000004540901900000054,0100000004540901901010054,GLADYS MAGNOLIA CORTES MONTEALEGRE,52161014,K 3 13 12 TO 1 L 54,50C-1605380,PENDIENTE RECIBO
254730100000004540901901010055,254730100000004540901900000055,0100000004540901901010055,NUBIA STELLA PUERTA LOPEZ,51601984,K 3 13 12 TO 1 L 55,50C-1605381,PENDIENTE RECIBO
254730100000004540901902010009,254730100000004540901900000009,0100000004540901902010009,GABRIEL DARIO GOMEZ JARAMILLO,79854290,K 3 13 12 TO 2 L 9,50C-1605335,PENDIENTE RECIBO
254730100000004540901902010010,254730100000004540901900000010,0100000004540901902010010,WILLIAM CAMILO PARDO APONTE,11511643,K 3 13 12 TO 2 L 10,50C-1605336,PENDIENTE RECIBO
254730100000004540901902010011,254730100000004540901900000011,0100000004540901902010011,JUAN DAVID RODRIGUEZ BEJARANO,1010207289,K 3 13 12 TO 2 L 11,50C-1605337,PENDIENTE RECIBO
254730100000004540901902010012,254730100000004540901900000012,0100000004540901902010012,JUAN DAVID RODRIGUEZ BEJARANO,1010207289,K 3 13 12 TO 2 L 12,50C-1605338,PENDIENTE RECIBO
254730100000004540901902010049,254730100000004540901900000049,0100000004540901902010049,OSCAR HUMBERTO GARCIA BERNAL,19486480,K 3 13 12 TO 2 L 49,50C-1605375,PENDIENTE RECIBO
254730100000004540901902010050,254730100000004540901900000050,0100000004540901902010050,JACQUELINE VILLAFUERTE ALZAMORA,51895133,K 3 13 12 TO 2 L 50,50C-1605376,PENDIENTE RECIBO
254730100000004540901902010051,254730100000004540901900000051,0100000004540901902010051,RAFAEL ANTONIO ASTUDILLO AVILA,80795311,K 3 13 12 TO 2 L 51,50C-1605377,PENDIENTE RECIBO
254730100000004540901902010052,254730100000004540901900000052,0100000004540901902010052,ADRIANA ASTUDILLO AVILA,1032408463,K 3 13 12 TO 2 L 52,50C-1605378,PENDIENTE RECIBO
254730100000004540901903010013,254730100000004540901900000013,0100000004540901903010013,MARTHA ROCIO FRANCO VALENZUELA,39754643,K 3 13 12 TO 3 L 13,50C-1605339,PENDIENTE RECIBO
254730100000004540901903010014,254730100000004540901900000014,0100000004540901903010014,NICOLE TATIANA RODRIGUEZ FRANCO,1016112909,K 3 13 12 TO 3 L 14,50C-1605340,PENDIENTE RECIBO
254730100000004540901903010015,254730100000004540901900000015,0100000004540901903010015,JESUS MARTINEZ SARMIENTO,3092831,K 3 13 12 TO 3 L 15,50C-1605341,PENDIENTE RECIBO
254730100000004540901903010016,254730100000004540901900000016,0100000004540901903010016,MARTHA ROCIO FRANCO VALENZUELA,39754643,K 3 13 12 TO 3 L 16,50C-1605342,PENDIENTE RECIBO
254730100000004540901903010045,254730100000004540901900000045,0100000004540901903010045,NANCY NASIR ABAUNZA,51866485,K 3 13 12 TO 3 L 45,50C-1605371,PENDIENTE RECIBO
254730100000004540901903010046,254730100000004540901900000046,0100000004540901903010046,MARTHA ROCIO FRANCO VALENZUELA,39754643,K 3 13 12 TO 3 L 46,50C-1605372,PENDIENTE RECIBO
254730100000004540901903010047,254730100000004540901900000047,0100000004540901903010047,MARTHA ROCIO FRANCO VALENZUELA,39754643,K 3 13 12 TO 3 L 47,50C-1605373,PENDIENTE RECIBO
254730100000004540901903010048,254730100000004540901900000048,0100000004540901903010048,EVER ANTONIO CASTILLO RINCON,4272421,K 3 13 12 TO 3 L 48,50C-1605374,PENDIENTE RECIBO
254730100000004540901904010017,254730100000004540901900000017,0100000004540901904010017,ALBERTO ENRIQUE CHAPARRO NUNEZ,79627920,K 3 13 12 TO 4 L 17,50C-1605343,PENDIENTE RECIBO
